Category,Resume
Technology,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Perl, REST API, SQL, Microservices, Java, Maven, Statistics, Spring Boot Bachelor's in Computer Science Perl|REST API|SQL|Microservices|Java|Maven|Statistics|Spring Boot|React Native|Compliance Java Backend Developer"
Technology,"Education: Bachelor's in Business Experience: 5 years Skills: Risk Management, Compliance, C++, Teamwork, Django, Auditing, Documentation, Regulations Bachelor's in Business Risk Management|Compliance|C++|Teamwork|Django|Auditing|Documentation|Regulations|Communication Compliance Officer"
Private Sector Management,"Education: Master's in Business Experience: 12 years Skills: Communication, Machine Learning, Decision Making, Scrum, Teamwork, Vision, Business Acumen, Strategic Leadership Master's in Business Communication|Machine Learning|Decision Making|Scrum|Teamwork|Vision|Business Acumen|Strategic Leadership|Jenkins|Executive Management Chief Executive Officer"
Law Enforcement,"Education: Bachelor's Degree Experience: 4 years Skills: Communication, Leadership, Kotlin, Marketing, Strategic Planning, Problem Solving, Safety, Discipline Bachelor's Degree Communication|Leadership|Kotlin|Marketing|Strategic Planning|Problem Solving|Safety|Discipline Military Officer"
Technology,"Education: Bachelor's in Computer Science Experience: 6 years Skills: Leadership, Architecture, Query Optimization, Time Management, Communication, Adobe Creative Suite, Code Review, Problem Solving Bachelor's in Computer Science Leadership|Architecture|Query Optimization|Time Management|Communication|Adobe Creative Suite|Code Review|Problem Solving|Mentoring Technical Lead"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Go, Python, API Development, Serverless, Deep Learning, Node.js, SQL, Database Design Bachelor's in Computer Science Go|Python|API Development|Serverless|Deep Learning|Node.js|SQL|Database Design|Market Research|Java Backend Developer"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Kotlin, XML, Java, R, Python, Mobile Design, Android SDK, Perl Bachelor's in Computer Science Kotlin|XML|Java|R|Python|Mobile Design|Android SDK|Perl|App Testing|REST API Mobile Developer Android"
Healthcare,"Education: Radiography License Experience: 4 years Skills: Imaging Technology, Communication, Radiation Safety, Patient Care, Scikit-learn, App Testing, Attention to Detail, Creativity Radiography License Imaging Technology|Communication|Radiation Safety|Patient Care|Scikit-learn|App Testing|Attention to Detail|Creativity|Technical Skills Radiographer"
Education & Training,"Education: Bachelor's in Education Experience: 4 years Skills: Instruction, Serverless, Program Design, Evaluation, React Native, MongoDB, Curriculum Development, Communication Bachelor's in Education Instruction|Serverless|Program Design|Evaluation|React Native|MongoDB|Curriculum Development|Communication|Leadership|Node.js Training Manager"
Education & Training,"Education: Master's or PhD in subject area Experience: 3 years Skills: Swift, Publication, Problem Solving, Communication, Research, Subject Matter Expertise, Mentoring, Flutter Master's or PhD in subject area Swift|Publication|Problem Solving|Communication|Research|Subject Matter Expertise|Mentoring|Flutter|Teaching College Professor"
Research & Development,"Education: Master's in Research Experience: 2 years Skills: User Research, Technical Writing, Problem Solving, Research Methodology, Data Analysis, Report Writing, Leadership, Communication Master's in Research User Research|Technical Writing|Problem Solving|Research Methodology|Data Analysis|Report Writing|Leadership|Communication Product Researcher"
Operations & Supply Chain,"Education: Bachelor's in Operations Experience: 2 years Skills: Mobile Security, Firewalls, Statistical Analysis, PostgreSQL, Supply Planning, Problem Solving, Demand Forecasting, Excel Bachelor's in Operations Mobile Security|Firewalls|Statistical Analysis|PostgreSQL|Supply Planning|Problem Solving|Demand Forecasting|Excel|ERP Systems|Data Analysis|Documentation Demand Planner"
Beauty & Wellness,"Education: Esthetics School Experience: 1 years Skills: Product Knowledge, Communication, Skincare, Confluence, Customer Service, Facial Treatment, REST API, Risk Assessment Esthetics School Product Knowledge|Communication|Skincare|Confluence|Customer Service|Facial Treatment|REST API|Risk Assessment|Technical Skills|iOS Esthetician"
Media Production,"Education: High School Experience: 2 years Skills: Statistics, AWS, Social Media, Creativity, Analytics, Communication, Content Creation, Oracle High School Statistics|AWS|Social Media|Creativity|Analytics|Communication|Content Creation|Oracle|Graphic Design|Photography/Videography Social Media Content Creator"
Veterinary,"Education: Doctor of Veterinary Medicine Experience: 4 years Skills: Compassion, Diagnosis, Communication, Animal Care, Problem Solving, PyTorch, Veterinary Medicine, Wireframing Doctor of Veterinary Medicine Compassion|Diagnosis|Communication|Animal Care|Problem Solving|PyTorch|Veterinary Medicine|Wireframing|Scala Veterinarian"
Private Sector Management,"Education: Bachelor's in Business Experience: 5 years Skills: Wireframing, Business Management, Kubernetes, Communication, Strategic Planning, Decision Making, Leadership, P&L Responsibility Bachelor's in Business Wireframing|Business Management|Kubernetes|Communication|Strategic Planning|Decision Making|Leadership|P&L Responsibility General Manager"
Law Enforcement,"Education: High School Experience: 0 years Skills: AWS, Communication, Law Enforcement, Problem Solving, Judgment, Safety, Financial Analysis, Physical Fitness High School AWS|Communication|Law Enforcement|Problem Solving|Judgment|Safety|Financial Analysis|Physical Fitness Police Officer"
Technology,"Education: Security+ Certification Experience: 3 years Skills: Risk Assessment, Kotlin, Security Systems, JavaScript, Adaptability, Log Analysis, Jira, Threat Analysis Security+ Certification Risk Assessment|Kotlin|Security Systems|JavaScript|Adaptability|Log Analysis|Jira|Threat Analysis|Incident Response|Vulnerability Assessment|Negotiation Cybersecurity Analyst"
Energy & Utilities,"Education: Engineering License Experience: 3 years Skills: Encryption, Regulatory Knowledge, Safety, JavaScript, Electrical Systems, Problem Solving, Pandas, Management Engineering License Encryption|Regulatory Knowledge|Safety|JavaScript|Electrical Systems|Problem Solving|Pandas|Management|Leadership Electrical Utilities Manager"
Creative & Design,"Education: Bachelor's in Design Experience: 1 years Skills: Design Thinking, Usability Testing, Prototyping, User Research, Wireframing, Encryption, C#, Communication Bachelor's in Design Design Thinking|Usability Testing|Prototyping|User Research|Wireframing|Encryption|C#|Communication UX Designer"
Creative & Design,"Education: Bachelor's in Art Experience: 2 years Skills: Design Principles, Communication, Shell Scripting, Artistic Direction, Negotiation, Visual Communication, Team Leadership, Creativity Bachelor's in Art Design Principles|Communication|Shell Scripting|Artistic Direction|Negotiation|Visual Communication|Team Leadership|Creativity|PyTorch Art Director"
Technology,"Education: Security Certification Experience: 3 years Skills: Serverless, Tableau, Risk Analysis, Encryption, Firewalls, Security Protocols, Networking, Financial Analysis Security Certification Serverless|Tableau|Risk Analysis|Encryption|Firewalls|Security Protocols|Networking|Financial Analysis|Python|Penetration Testing Cybersecurity Specialist"
Beauty & Wellness,"Education: Beauty School Experience: 0 years Skills: Artistry, PostgreSQL, Communication, Security Architecture, Sanitation, Financial Analysis, Wireframing, GCP Beauty School Artistry|PostgreSQL|Communication|Security Architecture|Sanitation|Financial Analysis|Wireframing|GCP|Precision|Nail Care|Customer Service Nail Technician"
Technology,"Education: Bachelor's in Computer Science Experience: 1 years Skills: REST API, Client Relations, Communication, Product Knowledge, Account Management, Technical Knowledge, Problem Solving, Network Security Bachelor's in Computer Science REST API|Client Relations|Communication|Product Knowledge|Account Management|Technical Knowledge|Problem Solving|Network Security|Graphic Design Technical Account Manager"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Swift, Creativity, Problem Solving, LispyScript, Functional Programming, Mentoring, Clojure, Security Architecture Bachelor's in Computer Science Swift|Creativity|Problem Solving|LispyScript|Functional Programming|Mentoring|Clojure|Security Architecture|Java Interop|Concurrency|Microservices Clojure Developer"
Finance & Accounting,"Education: Bachelor's in Accounting Experience: 2 years Skills: Software, Compliance, Accounting, IRS Knowledge, Tax Planning, Documentation, Ruby, REST API Bachelor's in Accounting Software|Compliance|Accounting|IRS Knowledge|Tax Planning|Documentation|Ruby|REST API|Tax Law Tax Specialist"
Technology,"Education: Bachelor's in IT Experience: 4 years Skills: Leadership, Machine Learning, GCP, Reporting, JMeter, Problem Solving, Go, Analysis Bachelor's in IT Leadership|Machine Learning|GCP|Reporting|JMeter|Problem Solving|Go|Analysis|Negotiation|Performance Testing|Load Testing Performance Tester"
Engineering & Manufacturing,"Education: Bachelor's in Computer Engineering Experience: 1 years Skills: C/C++, Creativity, Real-time Systems, Web Accessibility, Microcontrollers, Shell Scripting, Hardware, Low-level Programming Bachelor's in Computer Engineering C/C++|Creativity|Real-time Systems|Web Accessibility|Microcontrollers|Shell Scripting|Hardware|Low-level Programming|Embedded Linux|Figma|Serverless Embedded Systems Engineer"
Healthcare,"Education: RN License Experience: 3 years Skills: Medical Records, Patient Monitoring, Nursing Care, Clinical Skills, Communication, Critical Thinking, Vue.js, Perl RN License Medical Records|Patient Monitoring|Nursing Care|Clinical Skills|Communication|Critical Thinking|Vue.js|Perl|Shell Scripting Registered Nurse"
Marketing & Sales,"Education: Bachelor's in Business Experience: 4 years Skills: Negotiation, Product Knowledge, Statistics, Account Management, Sales, Risk Assessment, Rust, Presentation Skills Bachelor's in Business Negotiation|Product Knowledge|Statistics|Account Management|Sales|Risk Assessment|Rust|Presentation Skills|CRM|Relationship Building Account Executive"
Transportation & Logistics,"Education: High School Experience: 0 years Skills: Negotiation, Responsibility, Route Planning, SEO, SQL, Vehicle Maintenance, Safety, PostgreSQL High School Negotiation|Responsibility|Route Planning|SEO|SQL|Vehicle Maintenance|Safety|PostgreSQL|Time Management|Jenkins|Driving Truck Driver"
Agriculture,"Education: Experience Experience: 5 years Skills: Health Knowledge, Go, Business Skills, Problem Solving, Equipment, Perl, Jira, User Experience Experience Health Knowledge|Go|Business Skills|Problem Solving|Equipment|Perl|Jira|User Experience|Leadership|SEO|Livestock Care Livestock Manager"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Adaptability, JavaScript, MongoDB, NoSQL, REST API, JSON, GraphQL, CloudFormation Bachelor's in Computer Science Adaptability|JavaScript|MongoDB|NoSQL|REST API|JSON|GraphQL|CloudFormation|Aggregation|Indexing MongoDB Developer"
Operations & Supply Chain,"Education: Bachelor's in Business Experience: 2 years Skills: Project Management, Leadership, Data Analysis, SEO, Quality Control, Flutter, Process Management, Efficiency Optimization Bachelor's in Business Project Management|Leadership|Data Analysis|SEO|Quality Control|Flutter|Process Management|Efficiency Optimization Operations Manager"
Engineering & Manufacturing,"Education: Bachelor's in Electronics Engineering Experience: 2 years Skills: Hardware, Real-time Systems, Problem Solving, Microcontrollers, Low-level Programming, SQL, Decision Making, Marketing Bachelor's in Electronics Engineering Hardware|Real-time Systems|Problem Solving|Microcontrollers|Low-level Programming|SQL|Decision Making|Marketing|Embedded Linux|C/C++ Embedded Systems Engineer"
